dt,PM1 (ug/m3),PM2.5(ug/m3),PM10(ug/m3),PM1 (ug/m3) atmos env,PM2.5(ug/m3) atmos env,PM10(ug/m3) atmos env,0.3um in 0.1L air,0.5um in 0.1L air,1.0um in 0.1L air,2.5um in 0.1L air,5um in 0.1L air,10um in 0.1L air
13/12/2021 09:36:46,35,61,75,27,45,61,6342,1868,376,66,20,8
13/12/2021 09:36:51,35,61,75,27,45,61,6342,1868,376,66,20,8
13/12/2021 09:36:56,36,62,76,28,46,62,6342,1868,376,66,20,8
13/12/2021 09:37:01,36,63,81,28,47,65,6381,1870,389,76,26,12
13/12/2021 09:37:06,36,63,81,28,47,65,6381,1870,389,76,26,12
13/12/2021 09:37:11,35,62,80,27,46,64,6381,1870,389,76,26,12
13/12/2021 09:37:16,35,60,80,27,45,64,6291,1840,389,76,28,14
13/12/2021 09:37:21,35,60,80,27,45,64,6291,1840,389,76,28,14
13/12/2021 09:37:26,35,60,80,27,45,64,6291,1840,389,76,28,14
13/12/2021 09:37:31,35,60,81,27,45,64,6246,1834,378,82,32,14
13/12/2021 09:37:36,35,60,81,27,45,64,6246,1834,378,82,32,14
13/12/2021 09:37:41,35,60,81,27,45,64,6246,1834,378,82,32,14
13/12/2021 09:37:46,34,58,80,27,44,64,6138,1798,376,82,34,14
13/12/2021 09:37:51,35,60,82,27,45,65,6354,1866,399,86,32,14
13/12/2021 09:37:56,35,61,86,27,45,66,6375,1858,408,94,36,16
13/12/2021 09:38:01,36,60,84,28,45,65,6393,1873,404,92,34,16
13/12/2021 09:38:06,36,61,85,28,46,65,6432,1886,408,96,34,18
13/12/2021 09:38:11,36,63,85,28,47,65,6462,1902,425,90,32,18
13/12/2021 09:38:16,36,63,81,28,47,64,6462,1900,427,82,26,14
13/12/2021 09:38:21,38,67,82,29,48,66,6588,1947,418,76,22,12
13/12/2021 09:38:26,38,68,83,29,48,66,6606,1952,418,80,22,12
13/12/2021 09:38:31,38,68,80,29,48,65,6633,1939,416,76,18,12
13/12/2021 09:38:36,39,67,81,29,48,64,6951,2024,414,80,18,12
13/12/2021 09:38:41,39,66,81,29,47,64,6900,2003,412,78,22,12
13/12/2021 09:38:46,39,67,77,29,48,62,6873,2009,405,72,14,8
13/12/2021 09:38:51,39,67,77,29,48,62,6873,2009,405,72,14,8
13/12/2021 09:38:56,39,67,77,29,48,62,6873,2009,405,72,14,8
13/12/2021 09:39:01,39,66,74,29,47,61,6816,1984,405,66,12,6
13/12/2021 09:39:06,39,66,74,29,47,61,6816,1984,405,66,12,6
13/12/2021 09:39:11,40,67,75,30,48,62,6816,1984,405,66,12,6
13/12/2021 09:39:16,40,67,76,30,48,62,6777,1969,424,68,14,4
13/12/2021 09:39:21,40,67,76,30,48,62,6777,1969,424,68,14,4
13/12/2021 09:39:26,40,67,76,30,48,62,6777,1969,424,68,14,4
13/12/2021 09:39:31,40,66,77,30,48,63,6918,1991,420,70,16,4
13/12/2021 09:39:36,40,66,77,30,48,63,6918,1991,420,70,16,4
13/12/2021 09:39:41,40,66,77,30,48,63,6918,1991,420,70,16,4
13/12/2021 09:39:46,40,65,76,30,47,62,7050,2040,412,72,16,4
13/12/2021 09:39:51,40,65,76,30,47,62,7050,2040,412,72,16,4
13/12/2021 09:39:56,40,65,76,30,47,62,7050,2040,412,72,16,4
13/12/2021 09:40:01,40,63,74,30,46,61,6930,1991,406,68,16,2
13/12/2021 09:40:06,40,63,74,30,46,61,6981,2010,417,66,18,0
13/12/2021 09:40:11,40,65,76,30,47,62,7056,2044,432,66,18,0
13/12/2021 09:40:17,39,65,76,29,47,62,6936,2008,438,70,18,0
13/12/2021 09:40:22,39,64,73,29,47,61,6822,1985,419,66,16,0
13/12/2021 09:40:27,38,62,74,29,46,61,6786,1960,428,64,20,0
13/12/2021 09:40:32,38,62,75,29,46,61,6729,1941,417,68,22,0
13/12/2021 09:40:37,40,63,74,30,47,62,6807,1975,402,62,18,0
13/12/2021 09:40:42,39,64,74,30,47,62,6717,1953,412,62,16,0
13/12/2021 09:40:47,38,63,75,29,47,62,6603,1911,412,64,18,2
13/12/2021 09:40:52,38,65,79,29,47,63,6717,1962,431,72,22,6
13/12/2021 09:40:57,38,65,80,29,47,64,6654,1951,437,74,22,6
13/12/2021 09:41:02,39,65,79,29,47,63,6699,1974,433,74,22,6
13/12/2021 09:41:07,39,65,79,29,47,63,6699,1974,433,74,22,6
13/12/2021 09:41:12,39,65,79,29,47,63,6699,1974,433,74,22,6
13/12/2021 09:41:17,39,64,77,29,47,62,6633,1963,425,66,20,6
13/12/2021 09:41:22,39,64,78,29,47,63,6600,1944,436,72,22,6
13/12/2021 09:41:27,39,65,78,29,47,63,6708,1980,419,74,20,6
13/12/2021 09:41:32,39,64,76,29,47,62,6741,1988,415,70,18,6
13/12/2021 09:41:37,37,62,75,28,46,61,6564,1910,398,76,20,6
13/12/2021 09:41:42,38,63,77,29,47,63,6477,1896,392,78,22,6
13/12/2021 09:41:47,38,62,75,29,46,62,6498,1889,379,74,22,4
13/12/2021 09:41:52,37,60,72,29,46,61,6390,1840,375,74,20,0
13/12/2021 09:41:57,37,61,70,29,46,60,6453,1867,348,72,16,0
13/12/2021 09:42:02,36,62,73,28,46,61,6435,1854,369,76,18,0
13/12/2021 09:42:07,36,64,75,28,47,62,6486,1875,390,84,20,0
13/12/2021 09:42:12,37,65,75,29,48,62,6570,1892,394,80,18,0
13/12/2021 09:42:17,37,66,75,29,48,62,6555,1879,413,76,16,0
13/12/2021 09:42:22,37,66,75,29,48,62,6555,1879,413,76,16,0
13/12/2021 09:42:27,37,66,75,29,48,62,6555,1879,413,76,16,0
13/12/2021 09:42:32,37,66,75,29,48,62,6489,1873,426,74,16,0
13/12/2021 09:42:37,37,66,75,29,48,62,6489,1873,426,74,16,0
13/12/2021 09:42:42,37,66,75,29,48,62,6489,1873,426,74,16,0
13/12/2021 09:42:47,39,67,77,30,48,63,6666,1934,437,74,18,0
13/12/2021 09:42:52,39,67,77,30,48,63,6666,1934,437,74,18,0
13/12/2021 09:42:57,39,67,77,30,48,63,6666,1934,437,74,18,0
13/12/2021 09:43:02,39,66,79,30,48,64,6702,1936,426,80,22,0
13/12/2021 09:43:07,39,66,79,30,48,64,6702,1936,426,80,22,0
13/12/2021 09:43:12,39,66,79,30,48,64,6702,1936,426,80,22,0
13/12/2021 09:43:17,38,68,81,29,49,65,6630,1943,447,80,22,0
13/12/2021 09:43:22,38,68,81,29,49,65,6630,1943,447,80,22,0
13/12/2021 09:43:27,38,68,81,29,49,65,6630,1943,447,80,22,0
13/12/2021 09:43:32,39,67,77,30,48,63,6648,1945,438,72,18,0
13/12/2021 09:43:37,39,67,77,30,48,63,6648,1945,438,72,18,0
13/12/2021 09:43:42,38,66,76,29,47,62,6648,1945,438,72,18,0
13/12/2021 09:43:47,37,66,79,28,47,63,6561,1916,457,78,22,2
13/12/2021 09:43:52,37,66,79,28,47,63,6561,1916,457,78,22,2
13/12/2021 09:43:57,38,67,80,29,48,64,6561,1916,457,78,22,2
13/12/2021 09:44:02,38,64,80,29,47,64,6414,1878,434,76,26,6
13/12/2021 09:44:07,38,64,80,29,47,64,6414,1878,434,76,26,6
13/12/2021 09:44:12,38,64,80,29,47,64,6414,1878,434,76,26,6
13/12/2021 09:44:17,38,61,77,29,46,63,6459,1864,421,66,26,6
13/12/2021 09:44:22,38,61,77,29,46,63,6459,1864,421,66,26,6
13/12/2021 09:44:27,38,61,77,29,46,63,6459,1864,421,66,26,6
13/12/2021 09:44:32,36,58,73,28,44,61,6312,1823,406,64,24,6
13/12/2021 09:44:37,36,58,73,28,44,61,6312,1823,406,64,24,6
13/12/2021 09:44:42,36,58,73,28,44,61,6312,1823,406,64,24,6
13/12/2021 09:44:47,36,57,72,28,44,60,6261,1827,404,60,24,6
13/12/2021 09:44:52,36,57,72,28,44,60,6261,1827,404,60,24,6
13/12/2021 09:44:57,36,57,72,28,44,60,6261,1827,404,60,24,6
13/12/2021 09:45:02,36,57,73,28,44,61,6357,1841,404,62,26,6
13/12/2021 09:45:07,36,57,73,28,44,61,6357,1841,404,62,26,6
13/12/2021 09:45:12,36,57,73,28,44,61,6357,1841,404,62,26,6
13/12/2021 09:45:17,35,55,69,27,43,59,6186,1803,389,54,22,6
13/12/2021 09:45:22,35,55,69,27,43,59,6186,1803,389,54,22,6
13/12/2021 09:45:27,35,55,69,27,43,59,6186,1803,389,54,22,6
13/12/2021 09:45:32,36,55,69,28,43,59,6288,1834,406,44,20,10
13/12/2021 09:45:37,36,55,69,28,43,59,6288,1834,406,44,20,10
13/12/2021 09:45:42,36,55,69,28,43,59,6288,1834,406,44,20,10
13/12/2021 09:45:47,36,54,71,28,43,60,6402,1848,391,46,24,14
13/12/2021 09:45:52,36,54,71,28,43,60,6402,1848,391,46,24,14
13/12/2021 09:45:57,36,54,71,28,43,60,6402,1848,391,46,24,14
13/12/2021 09:46:02,36,54,73,28,43,61,6378,1857,396,48,28,14
13/12/2021 09:46:07,36,54,73,28,43,61,6378,1857,396,48,28,14
13/12/2021 09:46:12,36,54,73,28,43,61,6378,1857,396,48,28,14
13/12/2021 09:46:17,36,53,71,28,42,60,6420,1855,381,40,26,14
13/12/2021 09:46:22,36,53,71,28,42,60,6420,1855,381,40,26,14
13/12/2021 09:46:27,36,53,71,28,42,60,6420,1855,381,40,26,14
13/12/2021 09:46:32,37,55,71,29,44,60,6453,1857,372,42,24,10
13/12/2021 09:46:37,37,55,71,29,44,60,6453,1857,372,42,24,10
13/12/2021 09:46:42,37,55,71,29,44,60,6453,1857,372,42,24,10
13/12/2021 09:46:47,36,54,69,28,43,59,6396,1865,364,40,22,10
13/12/2021 09:46:52,36,54,69,28,43,59,6396,1865,364,40,22,10
13/12/2021 09:46:57,36,54,69,28,43,59,6396,1865,364,40,22,10
13/12/2021 09:47:02,37,55,70,28,43,59,6528,1910,356,38,24,10
13/12/2021 09:47:07,38,56,71,29,44,60,6528,1910,356,38,24,10
13/12/2021 09:47:12,38,56,71,29,44,60,6528,1910,356,38,24,10
13/12/2021 09:47:17,39,56,72,30,44,61,6681,1942,343,40,24,10
13/12/2021 09:47:22,39,56,72,30,44,61,6681,1942,343,40,24,10
13/12/2021 09:47:27,39,56,72,30,44,61,6681,1942,343,40,24,10
13/12/2021 09:47:32,39,55,73,30,44,61,6657,1940,328,40,26,12
13/12/2021 09:47:37,38,56,78,29,44,63,6669,1929,334,52,32,16
13/12/2021 09:47:42,37,55,74,28,43,61,6573,1906,313,52,30,14
13/12/2021 09:47:47,36,53,70,28,42,59,6378,1845,309,50,26,12
13/12/2021 09:47:52,36,52,67,28,42,57,6315,1822,285,46,22,12
13/12/2021 09:47:57,36,53,66,28,42,57,6309,1820,302,46,20,10
13/12/2021 09:48:02,37,54,71,28,43,60,6396,1850,323,52,24,14
13/12/2021 09:48:07,38,56,72,29,43,60,6543,1880,336,54,24,14
13/12/2021 09:48:12,40,57,74,30,44,62,6600,1903,344,56,24,14
13/12/2021 09:48:17,40,58,77,30,45,63,6480,1871,361,66,28,14
13/12/2021 09:48:22,40,60,77,30,46,63,6510,1886,382,66,24,12
13/12/2021 09:48:27,40,63,77,30,47,63,6642,1935,405,66,20,8
13/12/2021 09:48:32,39,65,77,29,47,62,6705,1944,416,72,20,6
13/12/2021 09:48:37,40,68,81,30,48,64,6825,1997,437,78,20,4
13/12/2021 09:48:42,40,68,81,30,48,64,6825,1997,437,78,20,4
13/12/2021 09:48:47,40,67,81,30,48,64,6906,2011,444,76,20,4
13/12/2021 09:48:52,40,68,82,30,48,65,6906,2019,438,80,22,4
13/12/2021 09:48:57,39,66,75,29,47,61,6843,1983,413,70,14,0
13/12/2021 09:49:02,39,68,77,30,49,63,6714,1961,408,80,14,0
13/12/2021 09:49:07,38,67,74,29,48,62,6543,1902,402,78,12,0
13/12/2021 09:49:12,38,66,72,29,48,61,6645,1924,396,66,8,0
13/12/2021 09:49:17,37,65,70,28,47,59,6609,1916,396,66,8,0
13/12/2021 09:49:22,37,61,65,28,45,56,6444,1876,367,54,6,0
13/12/2021 09:49:27,38,60,63,29,45,55,6483,1899,360,46,4,0
13/12/2021 09:49:32,38,57,59,29,44,53,6540,1895,350,34,2,0
13/12/2021 09:49:37,38,58,59,29,44,53,6459,1874,360,36,2,0
13/12/2021 09:49:42,38,58,59,29,44,53,6594,1908,360,32,2,0
13/12/2021 09:49:47,38,60,62,29,45,55,6627,1919,375,36,4,0
13/12/2021 09:49:52,38,60,62,29,45,55,6627,1919,375,36,4,0
13/12/2021 09:49:57,38,60,62,29,45,55,6627,1919,375,36,4,0
13/12/2021 09:50:02,39,58,62,29,44,55,6735,1945,371,26,6,2
13/12/2021 09:50:07,39,58,62,29,44,55,6735,1945,371,26,6,2
13/12/2021 09:50:12,39,58,62,29,44,55,6735,1945,371,26,6,2
13/12/2021 09:50:17,40,60,66,30,45,57,6957,2017,381,32,8,4
13/12/2021 09:50:22,40,60,66,30,45,57,6957,2017,381,32,8,4
13/12/2021 09:50:27,41,61,67,31,46,58,6957,2017,381,32,8,4
13/12/2021 09:50:32,41,60,68,31,46,58,6861,1995,376,36,12,4
13/12/2021 09:50:37,42,61,72,31,46,61,7113,2043,389,38,16,8
13/12/2021 09:50:42,42,62,74,31,46,62,7209,2060,393,44,18,8
13/12/2021 09:50:47,41,61,75,31,46,62,7038,2009,389,50,20,10
13/12/2021 09:50:52,40,62,78,30,46,63,7026,2017,397,58,24,10
13/12/2021 09:50:57,41,63,80,31,47,64,7044,2034,408,62,26,10
13/12/2021 09:51:02,41,65,83,31,48,66,7080,2059,424,70,26,10
13/12/2021 09:51:07,41,63,81,31,47,65,6951,2038,405,70,26,10
13/12/2021 09:51:12,40,66,85,30,48,67,6945,2034,437,82,28,10
13/12/2021 09:51:17,40,66,86,30,48,67,6837,2000,456,82,30,12
13/12/2021 09:51:22,40,69,87,30,49,67,6894,2017,463,86,26,12
13/12/2021 09:51:27,39,68,85,30,49,67,6654,1975,437,90,24,10
13/12/2021 09:51:32,39,68,84,30,49,66,6672,1972,439,88,22,10
13/12/2021 09:51:37,39,68,84,30,49,66,6672,1972,439,88,22,10
13/12/2021 09:51:42,39,68,84,30,49,66,6672,1972,439,88,22,10
13/12/2021 09:51:47,40,71,88,30,50,68,6849,2014,469,94,26,10
13/12/2021 09:51:52,38,67,83,29,48,65,6678,1959,446,88,22,10
13/12/2021 09:51:57,37,67,81,28,48,64,6609,1930,437,84,20,10
13/12/2021 09:52:02,37,64,76,28,47,62,6477,1882,408,76,18,10
13/12/2021 09:52:07,37,65,76,29,48,62,6459,1858,416,74,16,10
13/12/2021 09:52:12,38,62,70,29,46,60,6384,1847,378,62,12,8
13/12/2021 09:52:17,37,60,66,29,46,57,6270,1819,366,58,8,4
13/12/2021 09:52:22,35,60,69,28,46,59,6093,1779,374,68,12,6
13/12/2021 09:52:27,35,61,71,28,46,60,6123,1781,397,72,16,4
13/12/2021 09:52:32,35,61,73,28,46,61,6117,1794,416,72,18,4
13/12/2021 09:52:37,34,59,68,27,45,58,6081,1786,409,66,14,2
13/12/2021 09:52:42,34,59,70,27,45,59,6126,1803,405,70,16,4
13/12/2021 09:52:47,34,60,73,27,45,61,6126,1811,397,74,20,6
13/12/2021 09:52:52,34,60,73,27,45,61,6126,1811,397,74,20,6
13/12/2021 09:52:57,35,61,74,28,46,62,6126,1811,397,74,20,6
13/12/2021 09:53:02,36,62,78,28,46,63,6240,1840,412,80,24,8
13/12/2021 09:53:07,37,63,79,29,47,64,6330,1883,421,76,24,8
13/12/2021 09:53:12,35,62,80,27,46,64,6297,1851,425,84,26,10
13/12/2021 09:53:17,36,63,83,28,46,65,6513,1904,427,86,28,12
13/12/2021 09:53:22,37,62,80,28,46,64,6609,1927,412,76,26,12
13/12/2021 09:53:27,37,62,76,28,46,62,6699,1929,398,66,20,12
13/12/2021 09:53:32,37,62,76,28,46,62,6699,1927,394,68,20,12
13/12/2021 09:53:37,37,60,74,28,45,61,6633,1906,371,64,18,12
13/12/2021 09:53:42,38,62,77,29,46,62,6732,1932,388,70,20,12
13/12/2021 09:53:47,40,64,77,30,47,62,6960,2000,415,70,18,10
13/12/2021 09:53:53,38,64,74,29,47,61,6726,1947,415,72,14,8
13/12/2021 09:53:58,38,65,75,29,47,61,6693,1942,427,76,14,8
13/12/2021 09:54:03,39,65,73,29,47,61,6726,1963,427,68,12,6
13/12/2021 09:54:08,39,65,73,29,47,61,6726,1963,427,68,12,6
13/12/2021 09:54:13,39,65,73,29,47,61,6726,1963,427,68,12,6
13/12/2021 09:54:18,39,64,72,29,47,60,6633,1951,421,64,12,4
13/12/2021 09:54:23,39,64,72,29,47,60,6633,1951,421,64,12,4
13/12/2021 09:54:28,39,64,72,29,47,60,6633,1951,421,64,12,4
13/12/2021 09:54:33,39,64,70,29,47,59,6612,1956,428,60,10,2
13/12/2021 09:54:38,39,64,70,29,47,59,6612,1956,428,60,10,2
13/12/2021 09:54:43,39,64,70,29,47,59,6612,1956,428,60,10,2
13/12/2021 09:54:48,38,63,71,29,46,60,6372,1914,426,64,12,2
13/12/2021 09:54:53,39,64,72,30,47,61,6372,1914,426,64,12,2
13/12/2021 09:54:58,39,64,72,30,47,61,6372,1914,426,64,12,2
13/12/2021 09:55:03,39,63,71,30,47,60,6378,1897,411,60,12,4
13/12/2021 09:55:08,39,63,71,30,47,60,6378,1897,411,60,12,4
13/12/2021 09:55:13,38,62,70,29,46,59,6378,1897,411,60,12,4
13/12/2021 09:55:18,37,63,72,28,46,60,6309,1886,417,64,14,6
13/12/2021 09:55:23,37,63,72,28,46,60,6309,1886,417,64,14,6
13/12/2021 09:55:28,38,64,73,29,47,61,6309,1886,417,64,14,6
13/12/2021 09:55:33,38,62,69,29,46,59,6258,1875,421,52,10,4
13/12/2021 09:55:38,38,62,69,29,46,59,6258,1875,421,52,10,4
13/12/2021 09:55:43,38,62,69,29,46,59,6258,1875,421,52,10,4
13/12/2021 09:55:48,37,61,67,29,46,58,6054,1811,407,52,8,4
13/12/2021 09:55:53,37,61,67,29,46,58,6054,1811,407,52,8,4
13/12/2021 09:55:58,37,61,67,29,46,58,6054,1811,407,52,8,4
13/12/2021 09:56:03,37,60,69,29,46,59,6141,1824,405,52,12,6
13/12/2021 09:56:08,37,60,69,29,46,59,6141,1824,405,52,12,6
13/12/2021 09:56:13,37,60,69,29,46,59,6141,1824,405,52,12,6
13/12/2021 09:56:18,36,59,72,28,45,60,6357,1864,401,62,20,8
13/12/2021 09:56:23,35,60,75,27,45,61,6339,1856,416,70,22,10
13/12/2021 09:56:28,35,60,74,27,45,60,6225,1826,418,72,20,10
13/12/2021 09:56:33,35,60,75,27,45,61,6297,1824,411,72,22,12
13/12/2021 09:56:38,36,63,76,28,47,63,6405,1828,411,70,20,12
13/12/2021 09:56:43,36,63,75,28,47,63,6369,1822,413,68,18,10
13/12/2021 09:56:48,37,66,77,29,49,63,6516,1862,432,72,16,8
13/12/2021 09:56:53,37,67,78,29,48,63,6630,1902,430,80,16,8
13/12/2021 09:56:58,37,68,80,29,49,64,6645,1911,434,80,20,8
13/12/2021 09:57:03,38,68,79,29,49,64,6702,1920,446,74,18,6
13/12/2021 09:57:08,38,67,74,29,48,61,6690,1937,444,62,10,4
13/12/2021 09:57:13,38,66,73,29,47,61,6657,1926,442,62,12,2
13/12/2021 09:57:18,38,68,77,29,48,62,6813,1966,448,70,16,2
13/12/2021 09:57:23,39,68,76,30,49,62,6723,1938,440,68,14,0
13/12/2021 09:57:28,39,68,79,30,49,64,6735,1949,448,70,18,2
13/12/2021 09:57:33,39,70,80,30,50,64,6765,1966,469,74,18,2
13/12/2021 09:57:38,39,70,80,30,50,64,6765,1966,469,74,18,2
13/12/2021 09:57:43,39,70,80,30,50,64,6765,1966,469,74,18,2
13/12/2021 09:57:48,39,65,76,30,48,62,6606,1912,446,64,20,2
13/12/2021 09:57:53,39,64,78,30,47,63,6588,1897,444,66,24,2
13/12/2021 09:57:58,39,63,77,30,47,63,6594,1895,431,66,22,4
13/12/2021 09:58:03,40,63,75,30,47,62,6564,1905,414,64,20,4
13/12/2021 09:58:08,38,61,74,29,46,62,6372,1838,412,64,20,4
13/12/2021 09:58:13,37,61,71,28,45,60,6396,1847,408,60,16,4
13/12/2021 09:58:18,36,59,71,28,45,60,6366,1818,397,62,18,4
13/12/2021 09:58:23,37,61,74,28,45,61,6468,1865,405,66,20,4
13/12/2021 09:58:28,38,61,74,29,45,61,6456,1884,392,68,22,2
13/12/2021 09:58:33,38,60,74,29,46,62,6414,1865,378,66,24,2
13/12/2021 09:58:38,39,61,76,30,46,62,6516,1903,382,68,24,2
13/12/2021 09:58:43,39,61,75,30,46,62,6441,1893,379,66,24,2
13/12/2021 09:58:48,38,61,77,29,46,63,6420,1893,379,70,26,2
13/12/2021 09:58:53,38,61,77,29,46,63,6420,1893,379,70,26,2
13/12/2021 09:58:58,38,61,77,29,46,63,6420,1893,379,70,26,2
13/12/2021 09:59:03,36,60,76,28,45,61,6402,1878,396,74,26,2
13/12/2021 09:59:08,36,60,76,28,45,61,6402,1878,396,74,26,2
13/12/2021 09:59:13,36,60,76,28,45,61,6402,1878,396,74,26,2
13/12/2021 09:59:18,37,59,77,28,45,62,6459,1899,385,74,28,2
13/12/2021 09:59:23,38,62,80,29,46,65,6459,1899,385,74,28,2
13/12/2021 09:59:28,38,62,80,29,46,65,6459,1899,385,74,28,2
13/12/2021 09:59:33,39,61,79,30,46,64,6459,1905,391,70,28,2
13/12/2021 09:59:38,38,59,77,29,45,62,6459,1905,391,70,28,2
13/12/2021 09:59:43,38,59,77,29,45,62,6459,1905,391,70,28,2
13/12/2021 09:59:48,37,60,75,28,45,61,6396,1896,408,62,24,2
13/12/2021 09:59:53,37,60,75,28,45,61,6396,1896,408,62,24,2
13/12/2021 09:59:58,37,60,75,28,45,61,6396,1896,408,62,24,2
13/12/2021 10:00:03,36,58,71,28,44,60,6288,1847,396,58,22,2
13/12/2021 10:00:08,37,59,69,28,45,59,6402,1868,411,50,16,2
13/12/2021 10:00:13,37,60,71,29,46,60,6369,1859,394,56,18,2
13/12/2021 10:00:18,38,60,73,29,46,61,6399,1867,403,60,22,2
13/12/2021 10:00:23,38,60,74,29,46,62,6450,1865,414,62,22,2
13/12/2021 10:00:28,38,59,71,29,45,60,6471,1865,408,58,20,0
13/12/2021 10:00:33,38,60,72,29,46,61,6666,1908,404,58,22,0
13/12/2021 10:00:38,38,62,74,29,46,62,6630,1904,413,64,20,0
13/12/2021 10:00:43,38,63,77,29,47,63,6669,1906,421,72,24,2
13/12/2021 10:00:48,38,63,76,29,47,62,6744,1931,394,70,22,2
13/12/2021 10:00:53,38,63,77,29,47,63,6636,1918,398,76,24,2
13/12/2021 10:00:58,38,64,83,29,47,66,6558,1912,404,86,32,6
13/12/2021 10:01:03,39,66,83,30,48,66,6633,1940,433,84,28,6
13/12/2021 10:01:08,39,66,83,30,48,66,6633,1940,433,84,28,6
13/12/2021 10:01:13,39,66,83,30,48,66,6633,1940,433,84,28,6
13/12/2021 10:01:18,38,66,80,29,47,64,6792,1972,429,78,22,6
13/12/2021 10:01:23,38,66,80,29,47,64,6792,1972,429,78,22,6
13/12/2021 10:01:28,38,66,80,29,47,64,6792,1972,429,78,22,6
13/12/2021 10:01:33,38,64,75,29,47,61,6651,1940,406,68,18,6
13/12/2021 10:01:38,41,67,78,31,48,63,6828,1992,437,68,18,6
13/12/2021 10:01:43,40,65,75,30,48,62,6663,1947,424,64,16,6
13/12/2021 10:01:48,41,66,78,31,48,63,6819,1987,434,64,18,6
13/12/2021 10:01:53,41,65,73,30,47,61,6774,1973,413,62,14,4
13/12/2021 10:01:58,39,65,75,29,47,61,6678,1944,432,66,16,6
13/12/2021 10:02:03,40,66,76,30,47,62,6861,1987,436,66,16,6
13/12/2021 10:02:08,40,66,71,30,48,60,6759,1927,415,62,8,2
13/12/2021 10:02:13,40,66,71,30,48,60,6765,1941,405,60,8,2
13/12/2021 10:02:18,39,65,70,30,48,60,6582,1890,407,62,8,2
13/12/2021 10:02:23,39,67,75,30,48,62,6741,1936,422,74,12,4
13/12/2021 10:02:28,37,65,72,28,47,60,6558,1873,403,76,12,4
13/12/2021 10:02:33,36,65,74,28,47,61,6513,1865,408,78,14,4
13/12/2021 10:02:38,36,65,74,28,47,61,6513,1865,408,78,14,4
13/12/2021 10:02:43,36,65,74,28,47,61,6513,1865,408,78,14,4
13/12/2021 10:02:48,34,60,69,27,45,59,6300,1778,379,70,14,4
13/12/2021 10:02:53,33,60,68,27,45,58,6306,1771,379,68,14,4
13/12/2021 10:02:58,34,59,66,27,45,57,6270,1754,358,66,12,2
13/12/2021 10:03:03,34,59,68,27,45,58,6240,1760,379,66,14,4
13/12/2021 10:03:08,34,59,68,27,45,58,6273,1788,375,64,14,4
13/12/2021 10:03:13,34,59,70,27,45,59,6243,1776,383,66,18,4
13/12/2021 10:03:18,34,58,72,27,44,60,6192,1763,372,74,24,4
13/12/2021 10:03:23,33,56,70,27,43,59,6117,1734,365,70,24,2
13/12/2021 10:03:28,34,57,71,27,44,60,6231,1783,357,70,24,2
13/12/2021 10:03:33,36,59,71,28,45,60,6264,1804,359,68,22,2
13/12/2021 10:03:38,37,61,73,29,46,61,6282,1846,372,72,22,2
13/12/2021 10:03:43,38,61,75,29,46,62,6315,1882,372,76,24,4
13/12/2021 10:03:48,38,62,78,29,46,63,6378,1916,387,78,26,4
13/12/2021 10:03:53,38,62,78,29,46,63,6378,1916,387,78,26,4
13/12/2021 10:03:58,38,62,78,29,46,63,6378,1916,387,78,26,4
13/12/2021 10:04:03,39,63,77,30,47,63,6459,1937,389,78,22,2
13/12/2021 10:04:08,38,62,75,29,46,62,6402,1909,387,74,22,2
13/12/2021 10:04:13,38,62,75,29,46,62,6483,1924,379,76,20,4
13/12/2021 10:04:18,38,63,72,29,47,61,6495,1933,373,70,14,4
13/12/2021 10:04:23,38,63,73,29,47,61,6468,1922,382,74,14,6
13/12/2021 10:04:28,38,62,71,29,46,60,6417,1898,388,68,12,6
13/12/2021 10:04:33,37,60,71,29,46,60,6315,1864,381,68,14,8
13/12/2021 10:04:38,37,61,71,29,46,60,6333,1858,381,68,12,8
13/12/2021 10:04:43,37,60,71,29,46,60,6309,1852,379,66,12,8
13/12/2021 10:04:48,37,60,70,29,46,60,6327,1848,372,62,12,10
13/12/2021 10:04:53,38,60,73,29,46,61,6384,1863,368,66,18,12
13/12/2021 10:04:58,38,61,77,29,46,63,6423,1893,383,72,22,12
13/12/2021 10:05:03,38,60,75,29,46,62,6324,1869,383,68,20,10
13/12/2021 10:05:08,38,60,75,29,46,62,6324,1869,383,68,20,10
13/12/2021 10:05:13,38,60,75,29,46,62,6324,1869,383,68,20,10
13/12/2021 10:05:18,39,62,78,30,46,63,6414,1894,393,72,22,10
13/12/2021 10:05:23,39,62,78,30,46,63,6414,1894,393,72,22,10
13/12/2021 10:05:28,39,62,78,30,46,63,6414,1894,393,72,22,10
13/12/2021 10:05:33,40,63,76,30,47,62,6510,1932,395,64,18,8
13/12/2021 10:05:38,40,63,76,30,47,62,6510,1932,395,64,18,8
13/12/2021 10:05:43,40,63,76,30,47,62,6510,1932,395,64,18,8
13/12/2021 10:05:48,40,62,75,30,46,62,6414,1905,385,64,20,8
13/12/2021 10:05:53,40,63,75,30,47,62,6504,1924,396,66,18,6
13/12/2021 10:05:58,39,64,77,30,47,63,6543,1928,406,70,22,6
13/12/2021 10:06:03,39,64,76,30,47,62,6567,1913,412,68,20,4
13/12/2021 10:06:08,38,66,76,29,48,62,6555,1910,429,72,18,2
13/12/2021 10:06:13,37,63,71,29,47,60,6366,1853,412,64,14,0
13/12/2021 10:06:18,37,63,70,29,47,60,6429,1855,416,62,12,0
